id;nome;significado;origem;motivo_escolha;pesquisas
1213;Pedro; Pedra;Grega;GERADO POR IA;0
1214;Quintino; Quinto;Latina;GERADO POR IA;0
1215;Rafaela; Deus curou;Hebraica;GERADO POR IA;0
1216;Sofia; Sabedoria;Grega;GERADO POR IA;0
1217;Tiago; Suplantador;Hebraica;GERADO POR IA;0
1218;Vitória; Vitória;Latina;GERADO POR IA;0
1219;Arthur; Nobre corajoso;Celta;GERADO POR IA;0
1220;Beatriz; Aquela que traz alegria;Latina;GERADO POR IA;0
1221;Caio; Alegre;Latina;GERADO POR IA;0
1222;Débora; Abelha;Hebraica;GERADO POR IA;0
1223;Enzo; Proprietário de terras;Italiana;GERADO POR IA;0
1224;Flávia; Loura;Latina;GERADO POR IA;0
1225;Gustavo; Cajado dos deuses;Germânica;GERADO POR IA;0
1226;Heloísa; Guerreira famosa;Germânica;GERADO POR IA;0
1227;Igor; Guerreiro;Russa;GERADO POR IA;0
1228;Júlia; Jovem;Latina;GERADO POR IA;0
1229;Kevin; Amado;Irlandesa;GERADO POR IA;0
1230;Larissa; Alegre;Grega;GERADO POR IA;0
1231;Mateus; Dom de Deus;Hebraica;GERADO POR IA;0
1232;Natália; Natal;Latina;GERADO POR IA;0
1233;Otávio; Oitavo;Latina;GERADO POR IA;0
1234;Paula; Pequena;Latina;GERADO POR IA;0
1235;Raquel; Ovelha de Deus;Hebraica;GERADO POR IA;0
1236;Samuel; Nome de Deus;Hebraica;GERADO POR IA;0
1237;Tatiane; Rainha;Russa;GERADO POR IA;0
1238;Vinícius; Vitorioso;Latina;GERADO POR IA;0
1239;Amanda; Amável;Latina;GERADO POR IA;0
1240;Breno; Rei;Celta;GERADO POR IA;0
1241;Camila; Ajudante;Latina;GERADO POR IA;0
1242;Diego; Supremo;Espanhola;GERADO POR IA;0
1243;Elisa; Consagrada a Deus;Hebraica;GERADO POR IA;0
1244;Felipe; Amante de cavalos;Grega;GERADO POR IA;0
1245;Giovanna; Deus é gracioso;Italiana;GERADO POR IA;0
1246;Henrique; Governante do lar;Germânica;GERADO POR IA;0
1247;Ivana; Deus é gracioso;Eslava;GERADO POR IA;0
1248;Jorge; Agricultor;Grega;GERADO POR IA;0
1249;Letícia; Alegria;Latina;GERADO POR IA;0
1250;Murilo; Pequeno muro;Latina;GERADO POR IA;0
1251;Nádia; Esperança;Russa;GERADO POR IA;0
1252;Osvaldo; Poder divino;Germânica;GERADO POR IA;0
1253;Priscila; Antiga;Latina;GERADO POR IA;0
1254;Quésia; Árvore aromática;Tupi;GERADO POR IA;0
1255;Renato; Renascido;Latina;GERADO POR IA;0
1256;Simone; Deus ouve;Hebraica;GERADO POR IA;0
1257;Thiago; Suplantador;Hebraica;GERADO POR IA;0
1258;Uriel; Deus é minha luz;Hebraica;GERADO POR IA;0
1259;Valéria; Saúde;Latina;GERADO POR IA;0
1260;Wagner; Carroceiro;Germânica;GERADO POR IA;0
1261;Xênia; Hospitalidade;Grega;GERADO POR IA;0
1262;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1263;Zacarias; Deus lembrou;Hebraica;GERADO POR IA;0
1264;Adriana; Do mar;Latina;GERADO POR IA;0
1265;Bernardo; Fortaleza do urso;Germânica;GERADO POR IA;0
1266;Cristina; Cristã;Grega;GERADO POR IA;0
1267;Davi; Amado;Hebraica;GERADO POR IA;0
1268;Estela; Estrela;Latina;GERADO POR IA;0
1269;Fabrício; Artífice;Latina;GERADO POR IA;0
1270;Geovana; Deus é gracioso;Italiana;GERADO POR IA;0
1271;Hugo; Inteligente;Germânica;GERADO POR IA;0
1272;Isis; Deusa egípcia;Egípcia;GERADO POR IA;0
1273;Jefferson; Filho de Jeffrey;Inglesa;GERADO POR IA;0
1274;Kátia; Pura;Russa;GERADO POR IA;0
1275;Leandro; Homem-leão;Grega;GERADO POR IA;0
1276;Mirella; Admirável;Latina;GERADO POR IA;0
1277;Norberto; Brilhante do norte;Germânica;GERADO POR IA;0
1278;Orlando; Terra famosa;Germânica;GERADO POR IA;0
1279;Patrícia; Nobre;Latina;GERADO POR IA;0
1280;Queila; Coroa;Hebraica;GERADO POR IA;0
1281;Rogério; Lança famosa;Germânica;GERADO POR IA;0
1282;Sueli; Graciosa;Tupi;GERADO POR IA;0
1283;Tomás; Gêmeo;Aramaica;GERADO POR IA;0
1284;Ubirajara; Senhor da lança;Tupi;GERADO POR IA;0
1285;Vera; Verdade;Russa;GERADO POR IA;0
1286;Wellington; Cidade prospera;Inglesa;GERADO POR IA;0
1287;Xisto; Polido;Grega;GERADO POR IA;0
1288;Yara; Senhora das águas;Tupi;GERADO POR IA;0
1289;Zara; Princesa;Árabe;GERADO POR IA;0
1290;Aline; Bela;Grega;GERADO POR IA;0
1291;Bento; Abençoado;Latina;GERADO POR IA;0
1292;Cauê; Aquele que vê;Tupi;GERADO POR IA;0
1293;Diana; Divina;Latina;GERADO POR IA;0
1294;Eliane; Deus respondeu;Hebraica;GERADO POR IA;0
1295;Fabiano; Agricultor;Latina;GERADO POR IA;0
1296;Gisele; Flecha;Germânica;GERADO POR IA;0
1297;Heitor; Aquele que segura;Grega;GERADO POR IA;0
1298;Iracema; Lábios de mel;Tupi;GERADO POR IA;0
1299;Jonas; Pomba;Hebraica;GERADO POR IA;0
1300;Kleber; Famoso;Germânica;GERADO POR IA;0
1301;Lorena; Natural da Lorena;Francesa;GERADO POR IA;0
1302;Marcos; Guerreiro;Latina;GERADO POR IA;0
1303;Noemi; Agradável;Hebraica;GERADO POR IA;0
1304;Odete; Rica;Germânica;GERADO POR IA;0
1305;Paolo; Pequeno;Italiana;GERADO POR IA;0
1306;Quirino; Lança;Latina;GERADO POR IA;0
1307;Rute; Amizade;Hebraica;GERADO POR IA;0
1308;Sérgio; Servo;Latina;GERADO POR IA;0
1309;Tânia; Fada rainha;Russa;GERADO POR IA;0
1310;Urbano; Da cidade;Latina;GERADO POR IA;0
1311;Vanda; Andarilha;Eslava;GERADO POR IA;0
1312;Walter; Governante do exército;Germânica;GERADO POR IA;0
1313;Xavier; Novo lar;Basco;GERADO POR IA;0
1314;Yvette; Arco de teixo;Francesa;GERADO POR IA;0
1315;Zípora; Pássaro;Hebraica;GERADO POR IA;0
1316;Aurora; Amanhecer;Latina;GERADO POR IA;0
1317;Bryan; Nobre;Celta;GERADO POR IA;0
1318;Célia; Céu;Latina;GERADO POR IA;0
1319;Dênis; Deus do vinho;Grega;GERADO POR IA;0
1320;Elisa; Deus é juramento;Hebraica;GERADO POR IA;0
1321;Fábio; Agricultor;Latina;GERADO POR IA;0
1322;Gilda; Oferta a Deus;Germânica;GERADO POR IA;0
1323;Hélio; Sol;Grega;GERADO POR IA;0
1324;Íris; Arco-íris;Grega;GERADO POR IA;0
1325;Joaquim; Deus estabelecerá;Hebraica;GERADO POR IA;0
1326;Kiara; Clara;Italiana;GERADO POR IA;0
1327;Luciana; Luz;Latina;GERADO POR IA;0
1328;Márcio; Guerreiro;Latina;GERADO POR IA;0
1329;Nair; Negra;Árabe;GERADO POR IA;0
1330;Oscar; Lança de Deus;Germânica;GERADO POR IA;0
1331;Penélope; Tecelã;Grega;GERADO POR IA;0
1332;Quésia; Canela;Tupi;GERADO POR IA;0
1333;Ronaldo; Conselheiro do governante;Germânica;GERADO POR IA;0
1334;Selma; Proteção divina;Germânica;GERADO POR IA;0
1335;Túlio; O que vem do povo;Latina;GERADO POR IA;0
1336;Úrsula; Pequena ursa;Latina;GERADO POR IA;0
1337;Vicente; Vencedor;Latina;GERADO POR IA;0
1338;Wanda; Andarilha;Eslava;GERADO POR IA;0
1339;Xande; Defensor da humanidade;Grega;GERADO POR IA;0
1340;Yolanda; Flor violeta;Grega;GERADO POR IA;0
1341;Zeno; Presente de Zeus;Grega;GERADO POR IA;0
1342;Amarilis; Brilhante;Grega;GERADO POR IA;0
1343;Berenice; Portadora da vitória;Grega;GERADO POR IA;0
1344;Cícero; Grão-de-bico;Latina;GERADO POR IA;0
1345;Dália; Flor;Grega;GERADO POR IA;0
1346;Edson; Filho de Eduardo;Inglesa;GERADO POR IA;0
1347;Fabíola; Pequena agricultora;Latina;GERADO POR IA;0
1348;Geraldo; Lança governante;Germânica;GERADO POR IA;0
1349;Hilda; Guerreira;Germânica;GERADO POR IA;0
1350;Inácio; Fogo;Latina;GERADO POR IA;0
1351;Jade; Pedra preciosa;Espanhola;GERADO POR IA;0
1352;Kauã; Gavião;Tupi;GERADO POR IA;0
1353;Lívia; Azulada;Latina;GERADO POR IA;0
1354;Moisés; Salvo das águas;Hebraica;GERADO POR IA;0
1355;Nelson; Filho de Neil;Inglesa;GERADO POR IA;0
1356;Olívia; Oliveira;Latina;GERADO POR IA;0
1357;Pablo; Pequeno;Espanhola;GERADO POR IA;0
1358;Quitéria; Calma;Grega;GERADO POR IA;0
1359;Robson; Filho de Robert;Inglesa;GERADO POR IA;0
1360;Sandra; Protetora da humanidade;Grega;GERADO POR IA;0
1361;Téo; Presente de Deus;Grega;GERADO POR IA;0
1362;Ulysses; O irritado;Grega;GERADO POR IA;0
1363;Vânia; Deus é gracioso;Russa;GERADO POR IA;0
1364;Wilson; Filho de Will;Inglesa;GERADO POR IA;0
1365;Ximena; Ouvinte;Espanhola;GERADO POR IA;0
1366;Yago; Suplantador;Espanhola;GERADO POR IA;0
1367;Zuleica; Brilhante;Árabe;GERADO POR IA;0
1368;Ariel; Leão de Deus;Hebraica;GERADO POR IA;0
1369;Bianca; Branca;Italiana;GERADO POR IA;0
1370;Cauã; Gavião;Tupi;GERADO POR IA;0
1371;Dara; Compaixão;Hebraica;GERADO POR IA;0
1372;Ester; Estrela;Hebraica;GERADO POR IA;0
1373;Fiona; Branca;Celta;GERADO POR IA;0
1374;Glauco; Brilho cinza;Grega;GERADO POR IA;0
1375;Hebe; Juventude;Grega;GERADO POR IA;0
1376;Ivan; Deus é gracioso;Russa;GERADO POR IA;0
1377;Jussara; Senhora das águas;Tupi;GERADO POR IA;0
1378;Kaleb; Cachorro;Hebraica;GERADO POR IA;0
1379;Luna; Lua;Latina;GERADO POR IA;0
1380;Mário; Marte;Latina;GERADO POR IA;0
1381;Nara; Feliz;Tupi;GERADO POR IA;0
1382;Ovídio; Ovelha;Latina;GERADO POR IA;0
1383;Perla; Pérola;Latina;GERADO POR IA;0
1384;Quirino; Lança;Latina;GERADO POR IA;0
1385;Ravi; Sol;Hindu;GERADO POR IA;0
1386;Sílvia; Da floresta;Latina;GERADO POR IA;0
1387;Tadeu; Corajoso;Aramaica;GERADO POR IA;0
1388;Uriel; Deus é minha luz;Hebraica;GERADO POR IA;0
1389;Vitor; Vitorioso;Latina;GERADO POR IA;0
1390;Wesley; Campo do oeste;Inglesa;GERADO POR IA;0
1391;Xandra; Protetora da humanidade;Grega;GERADO POR IA;0
1392;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1393;Zion; Paraíso;Hebraica;GERADO POR IA;0
1394;Abigail; Fonte de alegria;Hebraica;GERADO POR IA;0
1395;Bárbara; Estrangeira;Grega;GERADO POR IA;0
1396;Cíntia; Mulher do monte Cinto;Grega;GERADO POR IA;0
1397;Dário; Aquele que sustenta;Persa;GERADO POR IA;0
1398;Elvira; Verdadeira;Germânica;GERADO POR IA;0
1399;Fausto; Afortunado;Latina;GERADO POR IA;0
1400;Gertrudes; Força da lança;Germânica;GERADO POR IA;0
1401;Horácio; Tempo;Latina;GERADO POR IA;0
1402;Iara; Senhora das águas;Tupi;GERADO POR IA;0
1403;Josenildo; Luta jovem;Germânica;GERADO POR IA;0
1404;Kátia; Pura;Russa;GERADO POR IA;0
1405;Léia; Cansada;Hebraica;GERADO POR IA;0
1406;Micael; Quem é como Deus?;Hebraica;GERADO POR IA;0
1407;Nelson; Filho de Neil;Inglesa;GERADO POR IA;0
1408;Odete; Rica;Germânica;GERADO POR IA;0
1409;Pamela; Mel;Grega;GERADO POR IA;0
1410;Quésia; Canela;Tupi;GERADO POR IA;0
1411;Raimundo; Proteção divina;Germânica;GERADO POR IA;0
1412;Sueli; Graciosa;Tupi;GERADO POR IA;0
1413;Taciano; Silencioso;Latina;GERADO POR IA;0
1414;Ubaldo; Coragem;Germânica;GERADO POR IA;0
1415;Valentina; Saúde;Latina;GERADO POR IA;0
1416;Waldir; Governante do exército;Germânica;GERADO POR IA;0
1417;Xênia; Hospitalidade;Grega;GERADO POR IA;0
1418;Yuri; Luz;Japonesa;GERADO POR IA;0
1419;Zilda; Luta;Germânica;GERADO POR IA;0
1420;Ademar; Famoso pela nobreza;Germânica;GERADO POR IA;0
1421;Belinda; Cobra brilhante;Germânica;GERADO POR IA;0
1422;Cremilda; Protetora famosa;Germânica;GERADO POR IA;0
1423;Dirce; Dupla;Grega;GERADO POR IA;0
1424;Edgar; Lança da prosperidade;Germânica;GERADO POR IA;0
1425;Filomena; Amiga do canto;Grega;GERADO POR IA;0
1426;Gerson; Exilado;Hebraica;GERADO POR IA;0
1427;Hortência; Jardineira;Latina;GERADO POR IA;0
1428;Ivanilde; Luta jovem;Germânica;GERADO POR IA;0
1429;Jacira; Lua cheia;Tupi;GERADO POR IA;0
1430;Kleber; Famoso;Germânica;GERADO POR IA;0
1431;Ludmila; Amada do povo;Eslava;GERADO POR IA;0
1432;Marlene; Combinação de Maria e Madalena;Germânica;GERADO POR IA;0
1433;Neide; Presente;Grega;GERADO POR IA;0
1434;Odir; Rico;Germânica;GERADO POR IA;0
1435;Plínio; Cheio;Latina;GERADO POR IA;0
1436;Quirina; Lança;Latina;GERADO POR IA;0
1437;Rosana; Graciosa como uma rosa;Latina;GERADO POR IA;0
1438;Simeão; Ouvinte;Hebraica;GERADO POR IA;0
1439;Tereza; Caçadora;Grega;GERADO POR IA;0
1440;Ubiratã; Árvore forte;Tupi;GERADO POR IA;0
1441;Vanderlei; Viajante do vale;Germânica;GERADO POR IA;0
1442;Waldete; Luta do governante;Germânica;GERADO POR IA;0
1443;Xisto; Polido;Grega;GERADO POR IA;0
1444;Yara; Senhora das águas;Tupi;GERADO POR IA;0
1445;Zacarias; Deus lembrou;Hebraica;GERADO POR IA;0
1446;Abner; Pai da luz;Hebraica;GERADO POR IA;0
1447;Baltazar; Deus protege o rei;Babilônica;GERADO POR IA;0
1448;Cássia; Canela;Grega;GERADO POR IA;0
1449;Débora; Abelha;Hebraica;GERADO POR IA;0
1450;Enoque; Iniciado;Hebraica;GERADO POR IA;0
1451;Firmino; Firme;Latina;GERADO POR IA;0
1452;Gideão; Cortador;Hebraica;GERADO POR IA;0
1453;Hagar; Fuga;Hebraica;GERADO POR IA;0
1454;Ivonete; Arco de teixo;Francesa;GERADO POR IA;0
1455;Jeremias; Deus exaltará;Hebraica;GERADO POR IA;0
1456;Ketlyn; Pura;Irlandesa;GERADO POR IA;0
1457;Lázaro; Deus ajudou;Hebraica;GERADO POR IA;0
1458;Malaquias; Meu mensageiro;Hebraica;GERADO POR IA;0
1459;Noé; Descanso;Hebraica;GERADO POR IA;0
1460;Oseias; Salvação;Hebraica;GERADO POR IA;0
1461;Perséfone; Aquela que traz destruição;Grega;GERADO POR IA;0
1462;Queops; Protegido;Egípcia;GERADO POR IA;0
1463;Raabe; Amplo;Hebraica;GERADO POR IA;0
1464;Sansão; Pequeno sol;Hebraica;GERADO POR IA;0
1465;Talita; Menina;Aramaica;GERADO POR IA;0
1466;Urias; Deus é minha luz;Hebraica;GERADO POR IA;0
1467;Vasti; Bela;Persa;GERADO POR IA;0
1468;Werther; Guardião do exército;Germânica;GERADO POR IA;0
1469;Xerxes; Governante;Persa;GERADO POR IA;0
1470;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1471;Zebedeu; Presente de Deus;Hebraica;GERADO POR IA;0
1472;Aban; Água;Persa;GERADO POR IA;0
1473;Bastião; Venerável;Grega;GERADO POR IA;0
1474;Cibele; Mãe terra;Frígia;GERADO POR IA;0
1475;Dagmar; Dia glorioso;Escandinava;GERADO POR IA;0
1476;Edivaldo; Governante rico;Germânica;GERADO POR IA;0
1477;Fábia; Agricultora;Latina;GERADO POR IA;0
1478;Giane; Deus é gracioso;Italiana;GERADO POR IA;0
1479;Hilel; Louvado;Hebraica;GERADO POR IA;0
1480;Iracema; Lábios de mel;Tupi;GERADO POR IA;0
1481;Jaci; Lua;Tupi;GERADO POR IA;0
1482;Kailane; Pura;Irlandesa;GERADO POR IA;0
1483;Líder; Condutor;Inglesa;GERADO POR IA;0
1484;Maíra; Filha de Araci;Tupi;GERADO POR IA;0
1485;Nelson; Filho de Neil;Inglesa;GERADO POR IA;0
1486;Oziel; Força de Deus;Hebraica;GERADO POR IA;0
1487;Pérola; Pérola;Latina;GERADO POR IA;0
1488;Querubim; Anjo;Hebraica;GERADO POR IA;0
1489;Rute; Amizade;Hebraica;GERADO POR IA;0
1490;Salomé; Paz;Hebraica;GERADO POR IA;0
1491;Társis; Pedra preciosa;Hebraica;GERADO POR IA;0
1492;Uziel; Força de Deus;Hebraica;GERADO POR IA;0
1493;Vânia; Deus é gracioso;Russa;GERADO POR IA;0
1494;Wanda; Andarilha;Eslava;GERADO POR IA;0
1495;Xena; Hospedeira;Grega;GERADO POR IA;0
1496;Yara; Senhora das águas;Tupi;GERADO POR IA;0
1497;Zara; Princesa;Árabe;GERADO POR IA;0
1498;Açucena; Flor;Árabe;GERADO POR IA;0
1499;Berenice; Portadora da vitória;Grega;GERADO POR IA;0
1500;Cássio; Vazio;Latina;GERADO POR IA;0
1501;Dália; Flor;Grega;GERADO POR IA;0
1502;Edna; Prazer;Hebraica;GERADO POR IA;0
1503;Floriano; Florido;Latina;GERADO POR IA;0
1504;Glaucia; Brilho cinza;Grega;GERADO POR IA;0
1505;Hélia; Sol;Grega;GERADO POR IA;0
1506;Ivanir; Deus é gracioso;Russa;GERADO POR IA;0
1507;Jandira; Abelha;Tupi;GERADO POR IA;0
1508;Kauê; Aquele que vê;Tupi;GERADO POR IA;0
1509;Lavínia; Mulher de Lácio;Latina;GERADO POR IA;0
1510;Márcia; Guerreira;Latina;GERADO POR IA;0
1511;Nair; Negra;Árabe;GERADO POR IA;0
1512;Olavo; Herdeiro;Escandinava;GERADO POR IA;0
1513;Priscila; Antiga;Latina;GERADO POR IA;0
1514;Querência; Lar;Espanhola;GERADO POR IA;0
1515;Rogério; Lança famosa;Germânica;GERADO POR IA;0
1516;Sílvio; Da floresta;Latina;GERADO POR IA;0
1517;Tereza; Caçadora;Grega;GERADO POR IA;0
1518;Ubaldo; Coragem;Germânica;GERADO POR IA;0
1519;Valéria; Saúde;Latina;GERADO POR IA;0
1520;Waldir; Governante do exército;Germânica;GERADO POR IA;0
1521;Xavier; Novo lar;Basco;GERADO POR IA;0
1522;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1523;Zélia; Zelosa;Grega;GERADO POR IA;0
1524;Abílio; Pastor;Grega;GERADO POR IA;0
1525;Benedita; Abençoada;Latina;GERADO POR IA;0
1526;Cremilda; Protetora famosa;Germânica;GERADO POR IA;0
1527;Delfim; Golfinho;Grega;GERADO POR IA;0
1528;Edmundo; Protetor da prosperidade;Germânica;GERADO POR IA;0
1529;Florinda; Florida;Latina;GERADO POR IA;0
1530;Geralda; Lança governante;Germânica;GERADO POR IA;0
1531;Hermínio; Mensageiro;Grega;GERADO POR IA;0
1532;Ilda; Guerreira;Germânica;GERADO POR IA;0
1533;Jacinto; Flor;Grega;GERADO POR IA;0
1534;Kléber; Famoso;Germânica;GERADO POR IA;0
1535;Ludovico; Guerreiro famoso;Germânica;GERADO POR IA;0
1536;Marlene; Combinação de Maria e Madalena;Germânica;GERADO POR IA;0
1537;Neide; Presente;Grega;GERADO POR IA;0
1538;Odir; Rico;Germânica;GERADO POR IA;0
1539;Plínio; Cheio;Latina;GERADO POR IA;0
1540;Quirino; Lança;Latina;GERADO POR IA;0
1541;Rosana; Graciosa como uma rosa;Latina;GERADO POR IA;0
1542;Simeão; Ouvinte;Hebraica;GERADO POR IA;0
1543;Terezinha; Pequena caçadora;Grega;GERADO POR IA;0
1544;Ubiratã; Árvore forte;Tupi;GERADO POR IA;0
1545;Vanderlei; Viajante do vale;Germânica;GERADO POR IA;0
1546;Waldete; Luta do governante;Germânica;GERADO POR IA;0
1547;Xisto; Polido;Grega;GERADO POR IA;0
1548;Yara; Senhora das águas;Tupi;GERADO POR IA;0
1549;Zacarias; Deus lembrou;Hebraica;GERADO POR IA;0
1550;Abner; Pai da luz;Hebraica;GERADO POR IA;0
1551;Baltazar; Deus protege o rei;Babilônica;GERADO POR IA;0
1552;Cássia; Canela;Grega;GERADO POR IA;0
1553;Débora; Abelha;Hebraica;GERADO POR IA;0
1554;Enoque; Iniciado;Hebraica;GERADO POR IA;0
1555;Firmino; Firme;Latina;GERADO POR IA;0
1556;Gideão; Cortador;Hebraica;GERADO POR IA;0
1557;Hagar; Fuga;Hebraica;GERADO POR IA;0
1558;Ivonete; Arco de teixo;Francesa;GERADO POR IA;0
1559;Jeremias; Deus exaltará;Hebraica;GERADO POR IA;0
1560;Ketlyn; Pura;Irlandesa;GERADO POR IA;0
1561;Lázaro; Deus ajudou;Hebraica;GERADO POR IA;0
1562;Malaquias; Meu mensageiro;Hebraica;GERADO POR IA;0
1563;Noé; Descanso;Hebraica;GERADO POR IA;0
1564;Oseias; Salvação;Hebraica;GERADO POR IA;0
1565;Perséfone; Aquela que traz destruição;Grega;GERADO POR IA;0
1566;Queops; Protegido;Egípcia;GERADO POR IA;0
1567;Raabe; Amplo;Hebraica;GERADO POR IA;0
1568;Sansão; Pequeno sol;Hebraica;GERADO POR IA;0
1569;Talita; Menina;Aramaica;GERADO POR IA;0
1570;Urias; Deus é minha luz;Hebraica;GERADO POR IA;0
1571;Vasti; Bela;Persa;GERADO POR IA;0
1572;Werther; Guardião do exército;Germânica;GERADO POR IA;0
1573;Xerxes; Governante;Persa;GERADO POR IA;0
1574;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1575;Zebedeu; Presente de Deus;Hebraica;GERADO POR IA;0
1576;Aban; Água;Persa;GERADO POR IA;0
1577;Bastião; Venerável;Grega;GERADO POR IA;0
1578;Cibele; Mãe terra;Frígia;GERADO POR IA;0
1579;Dagmar; Dia glorioso;Escandinava;GERADO POR IA;0
1580;Edivaldo; Governante rico;Germânica;GERADO POR IA;0
1581;Fábia; Agricultora;Latina;GERADO POR IA;0
1582;Giane; Deus é gracioso;Italiana;GERADO POR IA;0
1583;Hilel; Louvado;Hebraica;GERADO POR IA;0
1584;Iracema; Lábios de mel;Tupi;GERADO POR IA;0
1585;Jaci; Lua;Tupi;GERADO POR IA;0
1586;Kailane; Pura;Irlandesa;GERADO POR IA;0
1587;Líder; Condutor;Inglesa;GERADO POR IA;0
1588;Maíra; Filha de Araci;Tupi;GERADO POR IA;0
1589;Nelson; Filho de Neil;Inglesa;GERADO POR IA;0
1590;Oziel; Força de Deus;Hebraica;GERADO POR IA;0
1591;Pérola; Pérola;Latina;GERADO POR IA;0
1592;Querubim; Anjo;Hebraica;GERADO POR IA;0
1593;Rute; Amizade;Hebraica;GERADO POR IA;0
1594;Salomé; Paz;Hebraica;GERADO POR IA;0
1595;Társis; Pedra preciosa;Hebraica;GERADO POR IA;0
1596;Uziel; Força de Deus;Hebraica;GERADO POR IA;0
1597;Vânia; Deus é gracioso;Russa;GERADO POR IA;0
1598;Wanda; Andarilha;Eslava;GERADO POR IA;0
1599;Xena; Hospedeira;Grega;GERADO POR IA;0
1600;Yara; Senhora das águas;Tupi;GERADO POR IA;0
1601;Zara; Princesa;Árabe;GERADO POR IA;0
1602;Açucena; Flor;Árabe;GERADO POR IA;0
1603;Berenice; Portadora da vitória;Grega;GERADO POR IA;0
1604;Cássio; Vazio;Latina;GERADO POR IA;0
1605;Dália; Flor;Grega;GERADO POR IA;0
1606;Edna; Prazer;Hebraica;GERADO POR IA;0
1607;Floriano; Florido;Latina;GERADO POR IA;0
1608;Glaucia; Brilho cinza;Grega;GERADO POR IA;0
1609;Hélia; Sol;Grega;GERADO POR IA;0
1610;Ivanir; Deus é gracioso;Russa;GERADO POR IA;0
1611;Jandira; Abelha;Tupi;GERADO POR IA;0
1612;Kauê; Aquele que vê;Tupi;GERADO POR IA;0
1613;Lavínia; Mulher de Lácio;Latina;GERADO POR IA;0
1614;Márcia; Guerreira;Latina;GERADO POR IA;0
1615;Nair; Negra;Árabe;GERADO POR IA;0
1616;Olavo; Herdeiro;Escandinava;GERADO POR IA;0
1617;Priscila; Antiga;Latina;GERADO POR IA;0
1618;Querência; Lar;Espanhola;GERADO POR IA;0
1619;Rogério; Lança famosa;Germânica;GERADO POR IA;0
1620;Sílvio; Da floresta;Latina;GERADO POR IA;0
1621;Tereza; Caçadora;Grega;GERADO POR IA;0
1622;Ubaldo; Coragem;Germânica;GERADO POR IA;0
1623;Valéria; Saúde;Latina;GERADO POR IA;0
1624;Waldir; Governante do exército;Germânica;GERADO POR IA;0
1625;Xavier; Novo lar;Basco;GERADO POR IA;0
1626;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1627;Zélia; Zelosa;Grega;GERADO POR IA;0
1628;Abílio; Pastor;Grega;GERADO POR IA;0
1629;Benedita; Abençoada;Latina;GERADO POR IA;0
1630;Cremilda; Protetora famosa;Germânica;GERADO POR IA;0
1631;Delfim; Golfinho;Grega;GERADO POR IA;0
1632;Edmundo; Protetor da prosperidade;Germânica;GERADO POR IA;0
1633;Florinda; Florida;Latina;GERADO POR IA;0
1634;Geralda; Lança governante;Germânica;GERADO POR IA;0
1635;Hermínio; Mensageiro;Grega;GERADO POR IA;0
1636;Ilda; Guerreira;Germânica;GERADO POR IA;0
1637;Jacinto; Flor;Grega;GERADO POR IA;0
1638;Kléber; Famoso;Germânica;GERADO POR IA;0
1639;Ludovico; Guerreiro famoso;Germânica;GERADO POR IA;0
1640;Marlene; Combinação de Maria e Madalena;Germânica;GERADO POR IA;0
1641;Neide; Presente;Grega;GERADO POR IA;0
1642;Odir; Rico;Germânica;GERADO POR IA;0
1643;Plínio; Cheio;Latina;GERADO POR IA;0
1644;Quirino; Lança;Latina;GERADO POR IA;0
1645;Rosana; Graciosa como uma rosa;Latina;GERADO POR IA;0
1646;Simeão; Ouvinte;Hebraica;GERADO POR IA;0
1647;Terezinha; Pequena caçadora;Grega;GERADO POR IA;0
1648;Ubiratã; Árvore forte;Tupi;GERADO POR IA;0
1649;Vanderlei; Viajante do vale;Germânica;GERADO POR IA;0
1650;Waldete; Luta do governante;Germânica;GERADO POR IA;0
1651;Xisto; Polido;Grega;GERADO POR IA;0
1652;Yara; Senhora das águas;Tupi;GERADO POR IA;0
1653;Zacarias; Deus lembrou;Hebraica;GERADO POR IA;0
1654;Abner; Pai da luz;Hebraica;GERADO POR IA;0
1655;Baltazar; Deus protege o rei;Babilônica;GERADO POR IA;0
1656;Cássia; Canela;Grega;GERADO POR IA;0
1657;Débora; Abelha;Hebraica;GERADO POR IA;0
1658;Enoque; Iniciado;Hebraica;GERADO POR IA;0
1659;Firmino; Firme;Latina;GERADO POR IA;0
1660;Gideão; Cortador;Hebraica;GERADO POR IA;0
1661;Hagar; Fuga;Hebraica;GERADO POR IA;0
1662;Ivonete; Arco de teixo;Francesa;GERADO POR IA;0
1663;Jeremias; Deus exaltará;Hebraica;GERADO POR IA;0
1664;Ketlyn; Pura;Irlandesa;GERADO POR IA;0
1665;Lázaro; Deus ajudou;Hebraica;GERADO POR IA;0
1666;Malaquias; Meu mensageiro;Hebraica;GERADO POR IA;0
1667;Noé; Descanso;Hebraica;GERADO POR IA;0
1668;Oseias; Salvação;Hebraica;GERADO POR IA;0
1669;Perséfone; Aquela que traz destruição;Grega;GERADO POR IA;0
1670;Queops; Protegido;Egípcia;GERADO POR IA;0
1671;Raabe; Amplo;Hebraica;GERADO POR IA;0
